Type Mission;Mission;Code Mission;Programme;Libellé Programme;Action;Libellé Action;Sous Action;Libellé SousAction;Catégorie;Code Titre;AE  PLF;CP PLF;AE Prev FDC/ADP;CP Prev FDC/ADP;Ministère
BG;Travail, emploi et administration des ministères sociaux;TB;111.0;Amélioration de la qualité de l'emploi et des relations du travail;01;Santé et sécurité au travail;;;32.0;3;19290000.0;19290000.0;0.0;0.0;Travail et emploi
BG;Administration générale et territoriale de l'État;AB;354.0;Administration territoriale de l'État;05;Fonctionnement courant de l'administration territoriale;;;21.0;2;283668056.0;283668056.0;0.0;0.0;Intérieur
BG;Défense;DA;144.0;Environnement et prospective de la politique de défense;03;Recherche et exploitation du renseignement intéressant la sécurité de la France;32;Renseignement de sécurité de défense;31.0;3;22182816.0;22181656.0;0.0;0.0;Armées et anciens combattants
BG;Enseignement scolaire;EC;140.0;Enseignement scolaire public du premier degré;05;Remplacement;;;23.0;2;15839521.0;15839521.0;0.0;0.0;Éducation nationale
BG;Agriculture, alimentation, forêt et affaires rurales;AC;206.0;Sécurité et qualité sanitaires de l'alimentation;03;Sécurité sanitaire de l'alimentation;;;62.0;6;5800000.0;5800000.0;0.0;0.0;Agriculture, souveraineté alimentaire et forêt
BG;Recherche et enseignement supérieur;RA;190.0;Recherche dans les domaines de l'énergie, du développement et de la mobilité durables;17;Recherche dans le domaine des nouvelles technologies de l'énergie;01;Soutien aux nouvelles technologies de l'énergie (CEA);32.0;3;61000000.0;61000000.0;0.0;0.0;Transition écologique, énergie, climat et prévention des risques
BG;Direction de l'action du Gouvernement;DC;129.0;Coordination du travail gouvernemental;17;Coordination de la politique des ressources humaines en matière d’encadrement supérieur et dirigeant de l’Etat;;;22.0;2;974546.0;974546.0;0.0;0.0;Services du Premier ministre
BG;Écologie, développement et mobilité durables;TA;181.0;Prévention des risques;10;Prévention des risques naturels et hydrauliques;;;64.0;6;6530000.0;6530000.0;0.0;0.0;Transition écologique, énergie, climat et prévention des risques
BG;Cohésion des territoires;VA;147.0;Politique de la ville;02;Revitalisation économique et emploi;;;32.0;3;35954993.0;35954993.0;0.0;0.0;Logement et rénovation urbaine
BG;Sécurités;SB;152.0;Gendarmerie nationale;01;Ordre et sécurité publics;01;Ordre et sécurité publics - hors administration centrale et cabinet;21.0;2;2106411365.0;2106411365.0;0.0;0.0;Intérieur
BG;Conseil et contrôle de l'État;CA;164.0;Cour des comptes et autres juridictions financières;25;Information des citoyens;;;23.0;2;86166.0;86166.0;0.0;0.0;Services du Premier ministre
BG;Défense;DA;146.0;Équipement des forces;07;Commandement et maîtrise de l'information;22;Commander et conduire - Hébergerment-Cloud;51.0;5;0.0;1839230.0;0.0;0.0;Armées et anciens combattants
BG;Défense;DA;178.0;Préparation et emploi des forces;04;Préparation des forces aériennes;11;Infrastructures aériennes;51.0;5;126200000.0;131584409.0;0.0;0.0;Armées et anciens combattants
BG;Direction de l'action du Gouvernement;DC;129.0;Coordination du travail gouvernemental;01;Coordination du travail gouvernemental;;;23.0;2;1777057.0;1777057.0;0.0;0.0;Services du Premier ministre
BG;Enseignement scolaire;EC;214.0;Soutien de la politique de l'éducation nationale;01;Pilotage et mise en oeuvre des politiques éducatives;;;31.0;3;0.0;0.0;70000.0;70000.0;Éducation nationale
BG;Recherche et enseignement supérieur;RA;193.0;Recherche spatiale;01;Développement de la technologie spatiale au service de la science;;;32.0;3;52643413.0;52643413.0;0.0;0.0;Économie, finances et industrie
BG;Travail, emploi et administration des ministères sociaux;TB;111.0;Amélioration de la qualité de l'emploi et des relations du travail;03;Dialogue social et démocratie sociale;;;31.0;3;4365913.0;7244469.0;0.0;0.0;Travail et emploi
BG;Écologie, développement et mobilité durables;TA;181.0;Prévention des risques;14;Fonds de prévention des risques naturels majeurs;;;64.0;6;13100000.0;13500000.0;0.0;0.0;Transition écologique, énergie, climat et prévention des risques
BG;Justice;JA;310.0;Conduite et pilotage de la politique de la justice;05;Developpement des techniques d’enquetes numeriques judiciaires;;;31.0;3;30650000.0;31890000.0;0.0;0.0;Justice
BG;Défense;DA;146.0;Équipement des forces;07;Commandement et maîtrise de l'information;62;Renseigner, surveiller, acquérir et reconnaître - Drones aériens;31.0;3;10608400.0;35951338.0;0.0;0.0;Armées et anciens combattants
BG;Défense;DA;212.0;Soutien de la politique de la défense;52;Relations internationales;01;DGA / Soutien aux exportations;22.0;2;2847477.0;2847477.0;0.0;0.0;Armées et anciens combattants
BG;Sécurités;SB;161.0;Sécurité civile;14;Fonctionnement, soutien et logistique;;;21.0;2;4660605.0;4660605.0;0.0;0.0;Intérieur
BG;Défense;DA;212.0;Soutien de la politique de la défense;66;Rayonnement et contribution extérieure;06;Pilotage, soutien et communication -  Secrétariat général de la défense et de la sécurité nationale;21.0;2;14907623.0;14907623.0;0.0;0.0;Armées et anciens combattants
BG;Enseignement scolaire;EC;143.0;Enseignement technique agricole;05;Moyens communs à l'enseignement technique agricole (public et privé);;;31.0;3;10970417.0;10970417.0;0.0;0.0;Agriculture, souveraineté alimentaire et forêt
BG;Sécurités;SB;176.0;Police nationale;06;Commandement, ressources humaines et logistique;09;Moyens mobiles;51.0;5;65000000.0;75000000.0;0.0;0.0;Intérieur
BG;Sécurités;SB;176.0;Police nationale;06;Commandement, ressources humaines et logistique;10;Équipements;31.0;3;157054586.0;174220177.0;21198331.0;21198331.0;Intérieur
BG;Administration générale et territoriale de l'État;AB;232.0;Vie politique;02;Organisation des élections;;;31.0;3;21637586.0;22381958.0;0.0;0.0;Intérieur
BG;Défense;DA;178.0;Préparation et emploi des forces;02;Préparation des forces terrestres;01;Commandement et activités des forces terrestres;51.0;5;1843519.0;1807371.0;0.0;0.0;Armées et anciens combattants
BG;Défense;DA;146.0;Équipement des forces;10;Protection et sauvegarde;89;Assurer la protection des forces et des sites - LAD;31.0;3;0.0;4496835.0;0.0;0.0;Armées et anciens combattants
BG;Économie;DB;220.0;Statistiques et études économiques;06;Action régionale;;;23.0;2;345820.0;345820.0;951.0;951.0;Économie, finances et industrie
BG;Travail, emploi et administration des ministères sociaux;TB;102.0;Accès et retour à l'emploi;04;Insertion des jeunes sur le marché du travail- Contrat d'engagement jeunes (CEJ);01;Dispositifs mis en œuvre pour l'emploi des jeunes par le service public de l'emploi;61.0;6;829844632.0;829844632.0;0.0;0.0;Travail et emploi
BG;Défense;DA;212.0;Soutien de la politique de la défense;55;"Préparation des forces terrestres - Personnel travaillant pour le programme ""Préparation et emploi des forces""";01;Ressources humaines des forces terrestres;23.0;2;48511187.0;48511187.0;0.0;0.0;Armées et anciens combattants
BG;Outre-mer;OA;138.0;Emploi outre-mer;02;Aide à l'insertion et à la qualification professionnelle;;;51.0;5;28260396.0;14421598.0;8000000.0;8000000.0;Outre-Mer
BG;Économie;DB;134.0;Développement des entreprises et régulations;23;Industrie et services;;;31.0;3;5858522.0;5872623.0;0.0;0.0;Économie, finances et industrie
BG;Investir pour la France de 2030;AV;422.0;Valorisation de la recherche;03;Démonstrateurs et territoires d'innovation de grande ambition;;;64.0;6;0.0;15000000.0;0.0;0.0;Services du Premier ministre
BG;Action extérieure de l'État;AA;151.0;Français à l'étranger et affaires consulaires;01;Offre d'un service public de qualité aux Français à l'étranger;;;61.0;6;16500000.0;16500000.0;0.0;0.0;Europe et affaires étrangères
BG;Direction de l'action du Gouvernement;DC;129.0;Coordination du travail gouvernemental;01;Coordination du travail gouvernemental;;;22.0;2;21024376.0;21024376.0;0.0;0.0;Services du Premier ministre
BG;Enseignement scolaire;EC;214.0;Soutien de la politique de l'éducation nationale;08;Logistique, système d'information, immobilier;;;21.0;2;201065740.0;201065740.0;80000.0;80000.0;Éducation nationale
BG;Remboursements et dégrèvements;RD;200.0;Remboursements et dégrèvements d'impôts d'État (crédits évaluatifs);12;Remboursements et dégrèvements liées à des politiques publiques;05;Taxe intérieure de consommation sur le gaz naturel;62.0;6;35302015.0;35302015.0;0.0;0.0;Budget et comptes publics
BG;Recherche et enseignement supérieur;RA;193.0;Recherche spatiale;03;Développement de la technologie spatiale au service de la recherche en sciences de l'information et de la communication;;;32.0;3;22897744.0;22897744.0;0.0;0.0;Économie, finances et industrie
BG;Travail, emploi et administration des ministères sociaux;TB;103.0;Accompagnement des mutations économiques et développement de l'emploi;05;Actions pour favoriser la mise en activité professionnelle des demandeurs d'emploi;03;Exonérations visant à favoriser le recrutement de demandeurs d'emplois de zones géographiques en difficulté;62.0;6;88802252.0;88802252.0;0.0;0.0;Travail et emploi
BG;Enseignement scolaire;EC;140.0;Enseignement scolaire public du premier degré;03;Besoins éducatifs particuliers;;;23.0;2;16115817.0;16115817.0;0.0;0.0;Éducation nationale
BG;Régimes sociaux et de retraite;RB;195.0;Régimes de retraite des mines, de la SEITA, et divers;06;Caisse de retraites des personnels de l'Opéra national de Paris;;;61.0;6;22740230.0;22740230.0;0.0;0.0;Budget et comptes publics
BG;Anciens combattants, mémoire et liens avec la Nation;MB;169.0;Reconnaissance et réparation en faveur du monde combattant, mémoire et liens avec la Nation;09;Politique de mémoire;02;Conseil national des communes compagnons de la libération - Subventions;32.0;3;1739366.0;1739366.0;0.0;0.0;Armées et anciens combattants
BG;Défense;DA;178.0;Préparation et emploi des forces;05;Logistique et soutien interarmées;84;Service interarmées des munitions;51.0;5;12075894.0;11853184.0;0.0;0.0;Armées et anciens combattants
BG;Enseignement scolaire;EC;139.0;Enseignement privé du premier et du second degrés;12;Soutien;;;23.0;2;1848596.0;1848596.0;0.0;0.0;Éducation nationale
BG;Administration générale et territoriale de l'État;AB;216.0;Conduite et pilotage des politiques de l'intérieur;08;Immigration, asile et intégration;;;21.0;2;28346320.0;28346320.0;0.0;0.0;Intérieur
BG;Transformation et fonction publiques;TR;148.0;Fonction publique;01;Formation des fonctionnaires;;;61.0;6;8304000.0;8304000.0;0.0;0.0;Fonction publique, simplification et transformation de l'action publique
BA;Contrôle et exploitation aériens;XC;613.0;Soutien aux prestations de l'aviation civile;03;Affaires financières;;;41.0;4;21140247.0;21140247.0;0.0;0.0;Partenariat avec les collectivités territoriales et décentralisation
BG;Défense;DA;146.0;Équipement des forces;09;Engagement et combat;78;Frapper à distance - Mirage 2000;31.0;3;20700000.0;48969154.0;0.0;0.0;Armées et anciens combattants
BG;Enseignement scolaire;EC;139.0;Enseignement privé du premier et du second degrés;12;Soutien;;;21.0;2;175170868.0;175170868.0;0.0;0.0;Éducation nationale
BG;Solidarité, insertion et égalité des chances;SE;137.0;Égalité entre les femmes et les hommes;25;Prévention et lutte contre les violences et la prostitution;;;61.0;6;2084000.0;2084000.0;0.0;0.0;Solidarités, autonomie et égalité entre les femmes et les hommes
BG;Médias, livre et industries culturelles;MA;334.0;Livre et industries culturelles;02;Industries culturelles;;;62.0;6;1950000.0;1950000.0;0.0;0.0;Culture
BG;Action extérieure de l'État;AA;105.0;Action de la France en Europe et dans le monde;01;Coordination de l'action diplomatique;;;31.0;3;47880841.0;47880841.0;150000.0;150000.0;Europe et affaires étrangères
BG;Défense;DA;178.0;Préparation et emploi des forces;04;Préparation des forces aériennes;05;Ressources humaines des forces aériennes;32.0;3;29075312.0;29075312.0;0.0;0.0;Armées et anciens combattants
BG;Défense;DA;178.0;Préparation et emploi des forces;06;Surcoûts liés aux opérations extérieures;;;64.0;6;30000000.0;30000000.0;0.0;0.0;Armées et anciens combattants
BG;Défense;DA;212.0;Soutien de la politique de la défense;54;"Planification des moyens et conduite des opérations - Personnel travaillant  pour le programme ""Préparation et emploi des forces""";07;Systèmes d'information et de communication;21.0;2;297676731.0;297676731.0;0.0;0.0;Armées et anciens combattants
BG;Défense;DA;146.0;Équipement des forces;08;Projection - mobilité - soutien;56;Maintenir le potentiel ami et autre - Flotte logistique;31.0;3;2667000.0;901565.0;0.0;0.0;Armées et anciens combattants
BG;Écologie, développement et mobilité durables;TA;113.0;Paysages, eau et biodiversité;07;Gestion des milieux et biodiversité;;;51.0;5;189749.0;151357.0;0.0;0.0;Transition écologique, énergie, climat et prévention des risques
BG;Écologie, développement et mobilité durables;TA;205.0;Affaires maritimes, pêche et aquaculture;08;Planification et économie bleue;;;51.0;5;740000.0;740000.0;0.0;0.0;Partenariat avec les collectivités territoriales et décentralisation
BG;Justice;JA;101.0;Accès au droit et à la justice;02;Développement de l'accès au droit et du réseau judiciaire de proximité;;;63.0;6;235000.0;235000.0;0.0;0.0;Justice
BG;Sécurités;SB;176.0;Police nationale;06;Commandement, ressources humaines et logistique;02;Action sociale;31.0;3;35849580.0;34971427.0;500000.0;500000.0;Intérieur
BG;Défense;DA;212.0;Soutien de la politique de la défense;65;"Journée défense et citoyenneté - Personnel travaillant pour le programme ""Reconnaissance et réparation en faveur du monde combattant""";;;21.0;2;69265375.0;69265375.0;0.0;0.0;Armées et anciens combattants
BG;Gestion des finances publiques;GA;156.0;Gestion fiscale et financière de l'État et du secteur public local;09;Soutien;;;31.0;3;850142127.0;780384496.0;770000.0;770000.0;Budget et comptes publics
BG;Cohésion des territoires;VA;162.0;Interventions territoriales de l'État;02;Eau - Agriculture en Bretagne;;;32.0;3;345000.0;345000.0;0.0;0.0;Services du Premier ministre
BG;Écologie, développement et mobilité durables;TA;203.0;Infrastructures et services de transports;04;Routes - Entretien;;;31.0;3;243784612.0;243784612.0;15000000.0;15000000.0;Partenariat avec les collectivités territoriales et décentralisation
BG;Médias, livre et industries culturelles;MA;180.0;Presse et médias;01;Relations financières avec l'AFP;;;62.0;6;120008612.0;120008612.0;0.0;0.0;Culture
BG;Culture;CB;175.0;Patrimoines;02;Architecture et sites patrimoniaux;;;53.0;5;747551.0;747551.0;0.0;0.0;Culture
BG;Écologie, développement et mobilité durables;TA;181.0;Prévention des risques;10;Prévention des risques naturels et hydrauliques;;;52.0;5;100000.0;100000.0;0.0;0.0;Transition écologique, énergie, climat et prévention des risques
BG;Justice;JA;182.0;Protection judiciaire de la jeunesse;03;Soutien;;;21.0;2;67190459.0;67190459.0;0.0;0.0;Justice
BG;Recherche et enseignement supérieur;RA;142.0;Enseignement supérieur et recherche agricoles;01;Enseignement supérieur;;;22.0;2;104795036.0;104795036.0;0.0;0.0;Agriculture, souveraineté alimentaire et forêt
BG;Transformation et fonction publiques;TR;148.0;Fonction publique;01;Formation des fonctionnaires;;;32.0;3;51374368.0;51374368.0;0.0;0.0;Fonction publique, simplification et transformation de l'action publique
BG;Action extérieure de l'État;AA;105.0;Action de la France en Europe et dans le monde;01;Coordination de l'action diplomatique;;;21.0;2;55858400.0;55858400.0;0.0;0.0;Europe et affaires étrangères
BG;Cohésion des territoires;VA;135.0;Urbanisme, territoires et amélioration de l'habitat;05;Innovation, territorialisation et services numériques;;;52.0;5;3198000.0;3198000.0;0.0;0.0;Logement et rénovation urbaine
BG;Économie;DB;343.0;Plan France Très haut débit;03;Inclusion numérique;;;63.0;6;27866667.0;27866667.0;0.0;0.0;Économie, finances et industrie
BG;Justice;JA;166.0;Justice judiciaire;07;Formation;;;22.0;2;56314264.0;56314264.0;0.0;0.0;Justice
BG;Défense;DA;146.0;Équipement des forces;06;Dissuasion;17;Assurer la crédibilité technique de la dissuasion - Air sol moyenne portée amélioré (ASMPA);51.0;5;89416871.0;137099474.0;0.0;0.0;Armées et anciens combattants
BG;Écologie, développement et mobilité durables;TA;159.0;Expertise, information géographique et météorologie;10;Gouvernance, évaluation, études et prospective en matière de développement durable;;;32.0;3;77590.0;77590.0;0.0;0.0;Transition écologique, énergie, climat et prévention des risques
BG;Écologie, développement et mobilité durables;TA;203.0;Infrastructures et services de transports;45;Transports combinés;;;62.0;6;150405743.0;150405743.0;120000000.0;115000000.0;Partenariat avec les collectivités territoriales et décentralisation
CCF;Prêts et avances à divers services de l'État ou organismes gérant des services publics;ZB;830.0;Prêts à FranceAgriMer au titre des préfinancements de fonds européens;01;Prêts au titre du financement des aides européennes versées à FranceAgriMer;;;71.0;7;70000000.0;70000000.0;0.0;0.0;Économie, finances et industrie
BG;Action extérieure de l'État;AA;105.0;Action de la France en Europe et dans le monde;05;Coopération de sécurité et de défense;;;31.0;3;5552072.0;5552072.0;0.0;0.0;Europe et affaires étrangères
BG;Administration générale et territoriale de l'État;AB;216.0;Conduite et pilotage des politiques de l'intérieur;10;Fonds interministériel de prévention de la délinquance;;;64.0;6;37022810.0;37022810.0;0.0;0.0;Intérieur
BG;Gestion des finances publiques;GA;218.0;Conduite et pilotage des politiques économiques et financières;05;Prestations d'appui et support;;;64.0;6;350000.0;350000.0;0.0;0.0;Budget et comptes publics
BG;Défense;DA;212.0;Soutien de la politique de la défense;52;Relations internationales;02;DGRIS / Diplomatie de défense;23.0;2;152560.0;152560.0;0.0;0.0;Armées et anciens combattants
BG;Défense;DA;212.0;Soutien de la politique de la défense;63;Restructurations - RH;02;Restructurations Personnels militaires;21.0;2;20726170.0;20726170.0;0.0;0.0;Armées et anciens combattants
BG;Écologie, développement et mobilité durables;TA;203.0;Infrastructures et services de transports;04;Routes - Entretien;;;51.0;5;44057460.0;44057460.0;735500000.0;735500000.0;Partenariat avec les collectivités territoriales et décentralisation
BG;Écologie, développement et mobilité durables;TA;217.0;Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables;22;Personnels transférés aux collectivités territoriales;;;21.0;2;30088934.0;30088934.0;8000000.0;8000000.0;Partenariat avec les collectivités territoriales et décentralisation
BG;Enseignement scolaire;EC;214.0;Soutien de la politique de l'éducation nationale;08;Logistique, système d'information, immobilier;;;31.0;3;341066659.0;339098054.0;1020000.0;1020000.0;Éducation nationale
BG;Justice;JA;310.0;Conduite et pilotage de la politique de la justice;10;Politiques RH transverses;;;31.0;3;50482540.0;50482540.0;1700000.0;1700000.0;Justice
BG;Recherche et enseignement supérieur;RA;150.0;Formations supérieures et recherche universitaire;01;Formation initiale et continue du baccalauréat à la licence;;;21.0;2;35804566.0;35804566.0;0.0;0.0;Enseignement supérieur et recherche
BG;Écologie, développement et mobilité durables;TA;181.0;Prévention des risques;01;Prévention des risques technologiques et des pollutions;;;62.0;6;4998358.0;7496359.0;0.0;0.0;Transition écologique, énergie, climat et prévention des risques
BG;Enseignement scolaire;EC;214.0;Soutien de la politique de l'éducation nationale;09;Certification;;;22.0;2;75497517.0;75497517.0;0.0;0.0;Éducation nationale
BG;Solidarité, insertion et égalité des chances;SE;137.0;Égalité entre les femmes et les hommes;26;Aide universelle d'urgence pour les personnes victimes de violences conjugales;;;61.0;6;20440632.0;20440632.0;0.0;0.0;Solidarités, autonomie et égalité entre les femmes et les hommes
BG;Défense;DA;146.0;Équipement des forces;09;Engagement et combat;80;Opérer en milieu hostile - MGCS Système de combat terrestre principal;51.0;5;95626670.0;14907120.0;0.0;0.0;Armées et anciens combattants
BG;Direction de l'action du Gouvernement;DC;129.0;Coordination du travail gouvernemental;03;Coordination de la politique européenne;;;21.0;2;9437286.0;9437286.0;0.0;0.0;Services du Premier ministre
BG;Pouvoirs publics;PB;501.0;Présidence de la République;01;Présidence de la République;;;10.0;1;125662386.0;125662386.0;0.0;0.0;Budget et comptes publics
CAS;Participations financières de l'État;YC;731.0;Opérations en capital intéressant les participations financières de l'État;04;Autres investissements financiers de nature patrimoniale;;;73.0;7;102000000.0;102000000.0;0.0;0.0;Économie, finances et industrie
BG;Enseignement scolaire;EC;230.0;Vie de l'élève;03;Inclusion scolaire des élèves en situation de handicap;;;23.0;2;21857034.0;21857034.0;0.0;0.0;Éducation nationale
CAS;Gestion du patrimoine immobilier de l'État;YB;723.0;Opérations immobilières et entretien des bâtiments de l'État;13;Maintenance à la charge du propriétaire;;;51.0;5;3000000.0;3000000.0;0.0;0.0;Budget et comptes publics
BG;Agriculture, alimentation, forêt et affaires rurales;AC;149.0;Compétitivité et durabilité de l'agriculture, de l'agroalimentaire et de la forêt;24;Gestion équilibrée et durable des territoires;;;62.0;6;501641275.0;498499932.0;0.0;0.0;Agriculture, souveraineté alimentaire et forêt
BG;Écologie, développement et mobilité durables;TA;174.0;Énergie, climat et après-mines;01;Politique de l'énergie;;;63.0;6;10800000.0;20100000.0;0.0;0.0;Transition écologique, énergie, climat et prévention des risques
BG;Gestion des finances publiques;GA;218.0;Conduite et pilotage des politiques économiques et financières;09;Action sociale ministérielle;;;21.0;2;37660779.0;37660779.0;0.0;0.0;Budget et comptes publics
BG;Aide publique au développement;AD;110.0;Aide économique et financière au développement;01;Aide économique et financière multilatérale;;;64.0;6;128360000.0;310887247.0;0.0;0.0;Économie, finances et industrie
BG;Direction de l'action du Gouvernement;DC;308.0;Protection des droits et libertés;12;Commission nationale de contrôle des techniques de renseignement;;;31.0;3;368823.0;368823.0;0.0;0.0;Services du Premier ministre
BG;Enseignement scolaire;EC;141.0;Enseignement scolaire public du second degré;02;Enseignement général et technologique en lycée;;;22.0;2;3640671223.0;3640671223.0;0.0;0.0;Éducation nationale
BG;Gestion des finances publiques;GA;156.0;Gestion fiscale et financière de l'État et du secteur public local;01;Fiscalité des grandes entreprises;;;23.0;2;1008967.0;1008967.0;0.0;0.0;Budget et comptes publics
BG;Gestion des finances publiques;GA;156.0;Gestion fiscale et financière de l'État et du secteur public local;03;Fiscalité des particuliers et fiscalité directe locale;;;21.0;2;1168618014.0;1168618014.0;0.0;0.0;Budget et comptes publics
BG;Crédits non répartis;PC;552.0;Dépenses accidentelles et imprévisibles;01;Dépenses accidentelles et imprévisibles;;;31.0;3;425000000.0;125000000.0;0.0;0.0;Budget et comptes publics
BG;Justice;JA;166.0;Justice judiciaire;01;Traitement et jugement des contentieux civils;;;22.0;2;483839505.0;483839505.0;0.0;0.0;Justice
BG;Action extérieure de l'État;AA;151.0;Français à l'étranger et affaires consulaires;01;Offre d'un service public de qualité aux Français à l'étranger;;;64.0;6;3920000.0;3978200.0;0.0;0.0;Europe et affaires étrangères
BG;Défense;DA;146.0;Équipement des forces;07;Commandement et maîtrise de l'information;30;Communiquer - Cyber;31.0;3;34516400.0;46774641.0;0.0;0.0;Armées et anciens combattants
BG;Écologie, développement et mobilité durables;TA;217.0;Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables;23;Personnels œuvrant pour les politiques de l'énergie et du climat;;;21.0;2;45374406.0;45374406.0;0.0;0.0;Partenariat avec les collectivités territoriales et décentralisation
BG;Enseignement scolaire;EC;141.0;Enseignement scolaire public du second degré;01;Enseignement en collège;;;21.0;2;7919829526.0;7919829526.0;0.0;0.0;Éducation nationale
BG;Sport, jeunesse et vie associative;SF;219.0;Sport;03;Prévention par le sport et protection des sportifs;;;22.0;2;3162320.0;3162320.0;0.0;0.0;Sports, jeunesse et vie associative
BG;Cohésion des territoires;VA;135.0;Urbanisme, territoires et amélioration de l'habitat;07;Urbanisme et aménagement;;;64.0;6;194774406.0;194774406.0;0.0;0.0;Logement et rénovation urbaine
BG;Recherche et enseignement supérieur;RA;150.0;Formations supérieures et recherche universitaire;03;Formation initiale et continue de niveau doctorat;;;21.0;2;8221525.0;8221525.0;0.0;0.0;Enseignement supérieur et recherche
BG;Immigration, asile et intégration;IA;303.0;Immigration et asile;04;Soutien;;;31.0;3;45233196.0;42978196.0;1885101.0;1885101.0;Intérieur
BG;Recherche et enseignement supérieur;RA;150.0;Formations supérieures et recherche universitaire;02;Formation initiale et continue de niveau master;;;23.0;2;373770.0;373770.0;0.0;0.0;Enseignement supérieur et recherche
BG;Travail, emploi et administration des ministères sociaux;TB;103.0;Accompagnement des mutations économiques et développement de l'emploi;05;Actions pour favoriser la mise en activité professionnelle des demandeurs d'emploi;06;Exonérations de soutien à la création d'entreprise;62.0;6;386822242.0;386822242.0;0.0;0.0;Travail et emploi
BG;Défense;DA;212.0;Soutien de la politique de la défense;05;Systèmes d'information, d'administration et de gestion;;;31.0;3;121288582.0;115923004.0;0.0;0.0;Armées et anciens combattants
BG;Enseignement scolaire;EC;214.0;Soutien de la politique de l'éducation nationale;09;Certification;;;21.0;2;127382337.0;127382337.0;0.0;0.0;Éducation nationale
BG;Défense;DA;146.0;Équipement des forces;08;Projection - mobilité - soutien;56;Maintenir le potentiel ami et autre - Flotte logistique;51.0;5;258699000.0;87451810.0;0.0;0.0;Armées et anciens combattants
BG;Direction de l'action du Gouvernement;DC;129.0;Coordination du travail gouvernemental;02;Coordination de la sécurité et de la défense;;;21.0;2;76075153.0;76075153.0;0.0;0.0;Services du Premier ministre
BG;Sécurités;SB;152.0;Gendarmerie nationale;01;Ordre et sécurité publics;01;Ordre et sécurité publics - hors administration centrale et cabinet;23.0;2;17127578.0;17127578.0;0.0;0.0;Intérieur
BG;Sécurités;SB;176.0;Police nationale;02;Sécurité et paix publiques;01;Sécurité et paix publiques - Administration centrale et cabinets;23.0;2;1039919.0;1039919.0;0.0;0.0;Intérieur
BG;Défense;DA;212.0;Soutien de la politique de la défense;67;Pilotage, soutien et communication - dépenses de personnel des cabinets et des organismes rattachés / RH;05;Gendarmerie de la Sureté de l'Armement Nucléaire;22.0;2;2874393.0;2874393.0;0.0;0.0;Armées et anciens combattants
CAS;Contrôle de la circulation et du stationnement routiers;YE;754.0;Contribution à l'équipement des collectivités territoriales pour l'amélioration des transports en commun, de la sécurité et de la circulation routières;01;Contribution à l'équipement des collectivités territoriales pour l'amélioration des transports en commun, de la sécurité et de la circulation routières;;;63.0;6;776777533.0;776777533.0;0.0;0.0;Partenariat avec les collectivités territoriales et décentralisation
BG;Agriculture, alimentation, forêt et affaires rurales;AC;149.0;Compétitivité et durabilité de l'agriculture, de l'agroalimentaire et de la forêt;27;Moyens de mise en oeuvre des politiques publiques et gestion des interventions;;;31.0;3;139900000.0;139900000.0;0.0;0.0;Agriculture, souveraineté alimentaire et forêt
BG;Défense;DA;146.0;Équipement des forces;08;Projection - mobilité - soutien;53;Maintenir le potentiel ami et autre - Autres opérations;31.0;3;33035000.0;37160605.0;0.0;0.0;Armées et anciens combattants
BG;Défense;DA;212.0;Soutien de la politique de la défense;58;"Logistique et soutien interarmées - Personnel travaillant pour le programme ""Préparation et emploi des forces""";02;Logistique et soutien interarmées / CICoS;23.0;2;286580.0;286580.0;0.0;0.0;Armées et anciens combattants
BG;Sécurités;SB;161.0;Sécurité civile;13;Soutien aux acteurs de la sécurité civile;;;63.0;6;110551184.0;110551184.0;0.0;0.0;Intérieur
CCF;Prêts à des États étrangers;ZE;851.0;Prêts du Trésor à des États étrangers en vue de faciliter la vente de biens et de services concourant au développement du commerce extérieur de la France;01;Prêts à des États étrangers en vue de faciliter la vente de biens et de services concourant au développement du commerce extérieur de la France;;;71.0;7;1000000000.0;758302551.0;0.0;0.0;Économie, finances et industrie
BG;Travail, emploi et administration des ministères sociaux;TB;103.0;Accompagnement des mutations économiques et développement de l'emploi;02;Formation professionnelle des demandeurs d'emploi;01;Formation des demandeurs d'emploi aux métiers recrutant sur le marché du travail;64.0;6;573729000.0;669424208.0;0.0;0.0;Travail et emploi
BG;Défense;DA;146.0;Équipement des forces;07;Commandement et maîtrise de l'information;45;Espace - Maîtrise de l'Espace;31.0;3;0.0;60703101.0;0.0;0.0;Armées et anciens combattants
BG;Défense;DA;212.0;Soutien de la politique de la défense;54;"Planification des moyens et conduite des opérations - Personnel travaillant  pour le programme ""Préparation et emploi des forces""";04;EMA/Organismes interarmées /SC Performance;23.0;2;695875.0;695875.0;0.0;0.0;Armées et anciens combattants
BG;Défense;DA;212.0;Soutien de la politique de la défense;67;Pilotage, soutien et communication - dépenses de personnel des cabinets et des organismes rattachés / RH;03;Direction Générale du Numérique;21.0;2;4810437.0;4810437.0;0.0;0.0;Armées et anciens combattants
BG;Sport, jeunesse et vie associative;SF;163.0;Jeunesse et vie associative;06;Service National Universel;;;31.0;3;100963188.0;100963188.0;0.0;0.0;Sports, jeunesse et vie associative
